19,Ron Guidry,8th,27,5.2%,106,38,14,48.1,38.1,43.1,62.1,379,0,4,0,0,0,0,0,,,,,,170,91,3.29,119,1.184,368,323,4,2392.0,2198,226,633,1778,*1/8
20,X-Lou Whitaker,1st,15,2.9%,92,43,19,74.9,37.8,56.4,56.9,2390,8570,1386,2369,244,1084,143,1197,.276,.363,.426,.789,117,,,,,,,,,,,,,,*4D
21,X-Kirk Gibson,1st,13,2.5%,16,22,17,38.3,29.8,34.0,58.1,1635,5798,985,1553,255,870,284,718,.268,.352,.463,.815,123,,,,,,,,,,,,,,*7*9*D*8
22,X-Lance Parrish,1st,9,1.7%,107,32,19,39.3,28.2,33.8,43.1,1988,7067,856,1782,324,1070,28,612,.252,.313,.440,.753,106,,,,,,,,,,,,,,*2D3/97
23,X-Tom Henke,1st,6,1.2%,62,19,14,23.5,17.8,20.6,34.4,642,1,0,0,0,0,0,0,.000,.000,.000,.000,-100,41,42,2.67,157,1.092,642,0,311,789.2,607,64,255,861,*1
24,X-Dave Righetti,1st,2,0.4%,56,7,16,21.8,21.3,21.6,34.4,718,11,0,2,0,1,0,0,.182,.182,.182,.364,5,82,79,3.46,114,1.338,718,89,252,1403.2,1287,95,591,1112,*1
25,X-John Kruk,1st,1,0.2%,32,24,10,25.0,22.7,23.8,54.2,1200,3897,582,1170,100,592,58,649,.300,.397,.446,.842,134,,,,,,,,,,,,,,*3*79D/8
26,X-Steve Bedrosian,1st,1,0.2%,34,10,14,14.9,14.3,14.6,34.4,732,153,3,15,0,2,0,3,.098,.115,.098,.213,-41,76,79,3.38,115,1.296,732,46,184,1191.0,1026,114,518,921,*1
27,Jose Rijo,1st,1,0.2%,28,20,14,36.7,37.4,37.1,62.1,377,445,25,85,2,29,2,8,.191,.205,.234,.439,20,116,91,3.24,121,1.262,376,269,3,1880.0,1710,147,663,1606,*1
28,X-Ron Darling,1st,1,0.2%,26,15,13,20.2,18.3,19.2,62.1,402,526,39,76,2,21,1,15,.144,.169,.203,.373,5,136,116,3.87,95,1.335,382,364,0,2360.1,2244,239,906,1590,*1/D
29,X-Tom Browning,1st,1,0.2%,27,16,12,20.5,18.8,19.7,62.1,324,621,42,95,2,32,5,25,.153,.185,.188,.374,3,123,90,3.94,97,1.271,302,300,0,1921.0,1931,236,511,1000,*1
30,X-Jim Deshaies,1st,1,0.2%,6,7,12,12.1,15.0,13.6,62.1,258,373,13,33,0,12,0,23,.088,.141,.088,.230,-33,84,95,4.14,91,1.317,257,253,0,1525.0,1434,179,575,951,1
31,X-Howard Johnson,1st,0,0.0%,41,21,14,22.1,23.0,22.6,55.0,1531,4940,760,1229,228,760,231,692,.249,.340,.446,.786,118,,,,,,,,,,,,,,*56789/D43
32,X-Andy Van Slyke,1st,0,0.0%,36,19,13,41.2,32.8,37.0,57.2,1658,5711,835,1562,164,792,245,667,.274,.349,.443,.792,119,,,,,,,,,,,,,,*8*9735
